Artikel;Netto;id;Name ES
13-2000288;181,80;270195;
13-2000317;1.453,00;269077;
13-2000319;1.453,00;269078;
13-2000320;36,70;270210;
13-2000322;434,50;270218;
13-2000323;434,50;270217;
13-2000324;29,20;270679;
13-2000325;81,20;270678;
13-2000326;179,30;269079;Interruptor principal MF2 STB 100°C
13-2000327;554,70;270041;
13-2000328;867,70;270025;
13-2000329;434,50;270023;
13-2000330;535,50;271053;
13-2000332;178,20;270249;
13-2000333;121,40;270022;
13-2000334;867,70;270219;
13-2000335;867,70;270220;
13-2000336;867,70;270221;
13-2000338;554,70;270222;
13-2000339;554,70;270223;
13-2000340;554,70;270224;
13-2000342;169,40;270052;
13-2000347;401,00;270244;
13-2000353;1.893,70;270082;
13-2000354;26,20;270617;
13-2000362;1.785,00;270548;
13-2000363;112,90;270950;
13-2000379;8,60;269080;
13-2000382;58,00;270068;
13-2000383;78,00;270024;
13-2000389;43,30;270527;
13-2000392;23,60;269963;
13-2000393;719,60;270050;
13-2000401;6,70;270192;
13-2000402;6,60;270189;
13-2000406;2.562,10;270181;
13-2000407;33,40;270322;
13-2000410;33,10;270044;
13-2000416;172,30;270529;
13-2000417;2.625,00;270965;
13-2000418;3.222,90;270693;
13-2000421;173,00;270876;
13-2000422;11,10;270374;
13-2000429;937,70;270520;
13-2000431;50,80;270652;
13-2000432;55,10;270560;
13-2000435;2.835,00;271052;
13-2000436;2.021,30;272568;
13-2000441;231,00;270954;
13-2000442;210,50;270953;
13-2000452;618,50;271003;
13-2000463;937,70;272559;
13-2000464;391,70;273299;
13-2000465;78,80;272528;
14-1000002;102,30;269081;Motor reductor MK GF 3720 limpieza USP,
14-1000003;109,60;269082;Motor MK GF 3720 limpieza USP, desde 04.2000 - Con Cables
14-1000004;112,70;269083;Motor MK GF 3720 extracción de ceniza USP 10-30kW
14-1000006;333,40;269084;Motor hasta aprox. 04.2000 USP sinfín caldera + limpieza
14-1000008;483,40;269085;Motor 0,05kW ABM USP sinfín caldera + sistema de alimentación
14-1000010;493,80;269086;Motor 0,05kW ABM TDS Ascheschn.conector 44.1
14-1000012;367,30;269087;Motor 0,055kW para motor USP 3.5 U/min
14-1000015;601,70;269088;Motor 0,055KW para motor USP 4.5U/min ab 04/01
14-1000017;510,80;269089;Motor 0,09KW Benzlers Sistema de alimentación USP
14-1000019;581,80;269090;Motor 0,075KW Bauer Sistema de alimentación USP
14-1000027;337,30;269091;Motor reductor de engranajes rectos 0,18kW limpieza
14-1000028;525,40;269092;Motor 0,18kW ABM sistema de succión USP
14-1000030;380,40;269093;Motor 0,25kW accionamiento del sinfín de la caldera USD/USZI
14-1000036;399,00;269094;Motor 0,37kW Sistema de alimentación USD
14-1000037;3.785,30;269095;Motor reductor de engranajes rectos esclusa de rueda celular
14-1000039;488,00;269096;Motor 0,55kW Sistema de alimentación USZI
14-1000041;446,50;269097;Motor 0,55kW Sistema de alimentación USV
14-1000045;511,60;269098;Motor 0,75kW Sistema de alimentación USV
14-1000046;20,50;269099;Caperuza del ventilador para 0,25kW ABM
14-1000047;18,80;269100;Álabes del ventilador para 0,25kW ABM
14-1000048;19,30;269101;Álabes del ventilador para ABM Art.Nr.14-1000028
14-1000049;22,20;269102;Caperuza del ventilador para ABM
14-1000050;20,50;269103;Álabes del ventilador para ABM
14-1000051;15,10;269104;Álabes del ventilador para Bauermotor para 0,055 u. 0,075kW
14-1000052;6,60;269105;Álabes del ventilador para  Bauermotor para 0,055 u. 0,075kW
14-1000054;6,60;269106;Álabes del ventilador para  Bauermotor para 0,25kW
14-1000057;1.498,40;269107;Motor reductor engranajes planos sinfín de carga 3kW ABM Ø35mm
14-1000060;1.403,00;269108;Motor para tornillo sinfín de llenado del silo 4kW, Ø35mm
14-1000062;2.155,60;269109;Motor para tornillo sinfín de llenado del silo 5,5kW, Ø40mm
14-1000066;142,00;269110;Apoyo de par cpl. para motor reductor sinfín de carga
14-1000067;585,80;269111;Accionamiento del sinfín RI85P020 Agitador USP
14-1000069;1.144,30;269112;Accionamiento del sinfín RI130P020 Agitador US reforzado
14-1000070;1.137,50;269113;Accionamiento del sinfín RI130 KWB Agitador US
14-1000073;275,90;269114;Obturador antiincendio BelimoUSV + (USP hasta Abril 2000)
14-1000075;176,40;269115;Motor ret. resorte Belimo prem. USP mayo 2000 comp. antiinc.
14-1000077;141,30;269116;Obturador antiincendio Belimo SHV clapeta primario Nr. 41
14-1000078;141,30;269117;Obturador antiincendio Belimo SHV clapeta secundario Nr. 42
14-1000079;162,50;269118;Ventilador de radial G2E108 aire primario US 15+25kW
14-1000080;152,90;269119;Ventilador de radial G2E120 AR38 A4 aire primario US;
14-1000081;252,10;269120;Ventilador de radial G2E120 aire secundario calderas hasta 1996
14-1000082;162,90;269121;Ventilador radial G2E120, ISO F aire secundario
14-1000083;162,50;269122;Ventilador radial G2E120-AR38-C1 USP incl. S
14-1000084;310,80;269123;Ventilador de radial G2E140
14-1000089;370,40;269124;Ventilador
14-1000090;340,90;269125;Ventilador de tiro Hanning Hackgut hasta 1997
14-1000092;694,80;269126;Ventilador de tiro Lafert SHV SHV
14-1000093;17,20;269127;Rodete de ventilador tipo succión ebm para 10-20kW USP
14-1000094;81,20;270656;Rodete ventil. tiro succión Hanning Ø 200mm para 80-100 kW USV
14-1000095;68,20;269128;Álabes ventilador de tiro Hanning Ø180mm US40-60, USP25/30
14-1000096;356,00;269129;Ventilador tiro de succión Hanning Ø200, 80-100kW desde 05/2001
14-1000098;924,50;269130;Ventilador tiro de succión Hanning TDS150
14-1000104;17,00;269131;Pieza de unión para aspiradora para manguera de unión DN38mm
14-1000105;749,30;269132;Aspiración para Pellets
14-1000108;429,10;269133;Turbina de aspiración grande
14-1000109;84,40;269134;Filtro de poliester FPPR 7200 aspiradora para Pellets
14-1000110;196,10;269135;Filtro de poliester aspiradora para Pellets
14-1000111;136,20;269136;Filtro FSP 5000 aspiradora para Pellets
14-1000113;429,10;269137;Vent. encendido Leister premont. sin tubo encend. Niro
14-1000114;504,10;269138;Ventilador de encendido Leister premontado para 15-25 kW HG
14-1000115;506,50;269139;Ventilador de encendido Leister premontado para 40-100kW HG
14-1000117;474,60;270852;Ventilador de encendido Leister premontado para TDS150kW/300kW
14-1000119;54,60;269140;Tubo elem. calefactor Niro Ø31,5mm vent. encendido Leister
14-1000120;11,80;269141;Escobilla de carbón para ventilador de encendido Leister
14-1000121;88,50;269142;Elem. calef. vent. encendido Leister, espiral incand. 1600 W
14-1000123;57,00;269143;Varilla incandescente USP-quemador premontado
14-1000124;7,60;269144;Condensador 1yF para R2E150
14-1000125;10,50;269145;Condensador 2yF para R2E180
14-1000126;30,00;269146;Condensador 8µF para sist. alim. USP 90W
14-1000128;27,50;269147;Condensador 25yF RA USP Saugsystem, TDS Saugz
14-1000129;17,40;269148;Condensador 10,yF
14-1000130;29,10;269149;Condensador 4yF Hanning a partir 2001, US 80-100kW
14-1000133;14,80;269150;Condensador 6,3yF
14-1000134;21,20;269151;Condensador 6,yF
14-1000136;177,10;269152;Ventilador radial con rejilla prot. y sensor Hall
14-1000138;557,60;269153;Motor reductor 0,25kW ABM, TDS extracción de ceniza externa
14-1000140;73,30;269154;Calefactor Leister 230V/1000W
14-1000142;481,30;269155;Aspirador para pellets premontado
14-1000144;112,40;269156;Ventilador Saugzug LAFERT, SHV
14-1000145;821,40;269157;Espacio de acogida helicoidal TDS300 1,5 kW 
14-1000146;102,30;269158;Parte inferior aspirador para pellets
14-1000147;102,30;269159;Motor SPG
14-1000148;95,30;269160;Cubierta ventilador para motor reductor desmontable 4 y 5,5 kW
14-1000149;212,20;269161;Turbina de aspiración premontada, sistema 2 mangueras
14-1000150;1.825,00;269162;Ventilador de tiro de succión TDS300, premontado
14-1010002;397,30;269163;Motor reductor 0,04kW ABM
14-1010004;2.139,80;269164;Motor reductor desmontable 5,5kW EX
14-1010006;380,30;269165;Motor reductor 0,04kW ABM con H.
14-1010007;422,30;269166;Motor principal 0,04KW ABM con Hall sensor para EF
14-1010008;442,80;269167;Ventilador de encendido Leister IGNITER BM4
14-1010009;279,80;269168;Motor de retorno por resorte Belimo SF230A-S2
14-1010014;187,30;269169;Ventilador tiro de succión RL-U 150
14-1010015;286,00;269170;Ventilador tiro de succión RL-U 180
14-1010016;408,70;269171;Ventilador radial R2E210-AA34-14
14-1010025;411,70;270318;Motor reductor de engranajes rectos 0,25kW conv. frec.
14-1010027;732,20;269172;Motor reductor de engranajes rectos 0,75kW conv. frec.
14-1010032;78,40;269173;Motorreductor
14-1010036;531,20;269174;Bomba de recirculación 180/30/1-8
14-1010037;239,90;269175;Bomba de recirculación 130/25/7,5
14-1010038;198,90;269176;Servomotor Belimo completo
14-1010040;870,70;269177;Bomba de recirculación 180/30/1-12
14-1010043;331,80;269178;Ventilador radial G2E140 con sensor Hall
14-1010044;712,40;270194;
14-1010045;397,30;269179;Motor reductor FGA103 completo
14-1010046;371,00;269180;Motor paso a paso M12 con engranaje
14-1010052;344,10;271046;
14-1010053;508,00;270294;
14-1010054;233,00;270536;
14-1010055;160,70;271012;
14-1010058;973,40;270663;
14-1010067;367,70;270661;
14-1010068;739,90;270943;
14-1010069;170,30;270879;
14-1010072;1.008,00;272523;
14-2000003;975,70;269181;Ventil. tiro succión PEQUEÑO TDS300 / juego montaje motor IE1
14-2000005;18,80;269182;Paleta de ventilador para ABM
14-2000006;17,00;269183;Cubierta de ventilador para motor reductor ABM 0,04kW
14-2000008;23,80;269184;Cubierta de ventilador para ABM
14-2000010;27,40;269185;Condensador 6,3yF para vent. tiro de succión SHV
14-2000011;170,30;269186;Rodete ventilador tiro de succión, Ø300x70-12S para TDS150
14-2000012;505,70;269187;Motor parrilla giratoria TDS
14-2000017;330,00;269188;Rodete ventil. tiro succión, Ø260x80, (agujero = ø14), ST(SW)
14-2000018;6,90;270803;
14-2000019;340,50;269189;Motor reductor sonda de aspiración KWB
14-2000020;13,00;270856;Condensador F48/3 0,68 sonda de aspiración KWB
14-2000022;1.113,60;269190;Ventil. tiro succión PEQUEÑO TDS300 / juego montaje motor IE2
14-2000023;75,00;269191;Elemento calefactor 230V/1050W Leister IGNITER
14-2000024;68,20;269192;Adaptador roscado M14 Leister IGNITER
14-2000026;463,20;269193;Motor reductor BioLyt (8-35)
14-2000029;27,30;269194;Condensador 5yF para FGA 53
14-2000030;538,10;269195;Motor GEO-M250C-KWB
14-2000031;81,10;269196;Sensor Hall para FGA 53
14-2000033;465,40;269197;Motor reductor de engranajes rectos 0,37kW MFII prem.
14-2000034;547,20;269198;Motor reductor de engranajes rectos 0,75kW MFII prem.
14-2000035;465,40;269199;
14-2000037;546,10;269200;
14-2000039;1.112,50;269201;
14-2000040;741,80;269202;
14-2000041;1.226,00;269203;
14-2000042;834,30;269204;
14-2000044;46,80;270046;
14-2000045;481,30;272572;
14-2000050;1.113,60;272579;
14-2000051;1.192,40;272587;
16-2000005;1.277,00;269205;
17-1000017;50,00;269206;Llave galvanizada  19mm
17-1000020;9,10;269207;Chapa auxiliar de montaje sist. alim. 5x80x434
17-1000021;13,80;269208;Elevación de RI 130 KWB
17-1000041;83,90;269209;Útil de montaje - chapa para TDS TDS 6x325,5x400
17-1000043;40,40;269210;Útil de montaje - pieza giratoria TDS L=70
17-1000046;9,10;269211;Plantilla de perforación SBZ
17-1010013;11,60;272581;
18-1000035;505,20;269212;Maletín rígido
18-1000040;199,80;269213;Maletín de montaje con 18 piezas y conector AMP
18-1000042;635,80;269214;Maletín de servicio KWB Easyfire, alemán
18-1000043;256,50;269215;Crimpadora 0,15-1,5BL Elpress
18-1000044;19,40;269216;Pistola de engrase de cart. con manguera AP + cabezal
18-1000046;275,90;269217;Gato de acero para vehículos 1,5 t
18-1000064;920,60;269218;Equipo de soldadura manual portátil
18-1000065;45,50;269219;Lámpara de pie Makita ML 120
18-1000066;73,80;269220;Equipamiento para el puesto de soldadura
18-1000067;2,00;269221;Cristales para careta de soldadura 09A1
18-1000068;0,50;269222;Cristales para careta de soldadura incoloros
18-1000092;161,70;269223;Batería para atornillador eléctrico Makita
18-1000106;29,80;269224;Careta guardamanos fibra de vidrio sin visibilidad ni cristal
18-1000107;5,50;269225;Martillo de pico 450g
18-1000112;0,60;269226;Electrodo EV 50 3,2/350
18-1000113;1,80;269227;Electrodo EV 50 2,5/250
18-1000132;5,20;269228;Cinta métrica de 3m
18-1000138;1,70;269229;Disco separador 125x1mm F1
18-1000140;4,20;269230;Disco separador de 230x3mm
18-1000142;3,30;269231;Muela de desbaste 125x7mm
18-1000143;5,00;269232;Muela para láminas 125mm K40
18-1000145;3,90;269233;Muela para láminas 125mm K80
18-1000148;17,50;269234;Hoja de sierra de calar para madera
18-1000149;12,80;269235;Hoja de sierra de calar para metal
18-1000151;54,60;269236;Juego de brocas espirales 1-13mm
18-1000157;0,80;269237;Broca espiral Din338 HSS 4,2mm
18-1000170;4,20;269238;Broca espiral Din338 HSS 10,5mm
18-1000171;3,50;269239;Broca espiral Din338 HSS 11mm
18-1000175;5,80;269240;Broca espiral Din338 HSS 13,5mm
18-1000178;6,90;269241;Broca espiral Din338 HSS 15mm
18-1000181;12,90;269242;Broca espiral Din338 HSS 17mm
18-1000182;23,10;269243;Broca espiral Din338 HSS 18mm
18-1000183;1,50;269244;Broca espiral Din338 2mm
18-1000184;1,50;269245;Broca espiral Din338 2,5mm
18-1000185;1,50;269246;Broca espiral Din338 3mm
18-1000186;1,70;269247;Broca espiral Din338 3,2mm
18-1000187;1,80;269248;Broca espiral Din338 3,5mm
18-1000188;1,90;269249;Broca espiral Din338 4mm
18-1000189;2,00;269250;Broca espiral Din338 4,5mm
18-1000190;2,30;269251;Broca espiral Din338 5mm
18-1000191;3,10;269252;Broca espiral Din338 5,5mm
18-1000192;3,10;269253;Broca espiral Din338 6mm
18-1000194;3,60;269254;Broca espiral Din338 6,5mm
18-1000195;3,70;269255;Broca espiral Din338 7mm
18-1000196;3,90;269256;Broca espiral Din338 7,5mm
18-1000197;8,20;269257;Broca espiral Din338 8mm
18-1000199;4,30;269258;Broca espiral Din338 8,5mm
18-1000200;5,90;269259;Broca espiral Din338 9mm
18-1000201;4,90;269260;Broca espiral Din338 9,5mm
18-1000202;7,40;269261;Broca espiral Din338 10mm
18-1000203;74,20;269262;Broca SDS plus 5-12mm
18-1000204;5,50;269263;Broca SDS plus 6mm l=160mm
18-1000205;6,10;269264;Broca SDS plus 8mm l=160mm
18-1000206;6,60;269265;Broca SDS plus 10mm l=150mm
18-1000207;22,20;269266;Broca SDS plus 10mm l=400mm
18-1000208;8,00;269267;Broca SDS plus 12mm l=160mm
18-1000210;23,00;269268;Broca SDS plus 12mm l=400mm
18-1000222;163,50;269269;Juego de sierras circulares 14 uds. cassette
18-1000230;48,20;269270;Broca escalonada HSS 6-30mm
18-1000239;14,80;269271;Avellanador esférico DIN335 forma C
18-1000240;103,50;269272;Juego de machos de roscar M3-M12
18-1000242;9,40;269273;Macho de roscar M4 HSS-E
18-1000243;9,20;269274;Macho de roscar M5 HSS-E
18-1000244;9,20;269275;Macho de roscar M6 HSS-E
18-1000245;11,00;269276;Macho de roscar M8 HSS-E
18-1000246;21,50;269277;Macho de roscar M10 HSS-E
18-1000247;23,10;269278;Macho de roscar M12 HSS-E
18-1000248;21,80;269279;Macho de roscar M16 HSS-E
18-1000250;47,70;269280;Macho de roscar M12x1 HSS-E Din 374/N-B M12x1,0
18-1000255;14,60;269281;Portaherramientas M5-12
18-1000264;181,70;269282;Juego de llaves combinadas 6-32mm acodadas 15°
18-1000267;2,80;269283;Llave combinada de 6 mm
18-1000269;2,90;269284;Llave combinada de 8 mm
18-1000271;3,10;269285;Llave combinada de 10 mm
18-1000274;3,70;269286;Llave combinada de 13 mm
18-1000275;3,90;269287;Llave combinada de 14 mm
18-1000276;4,10;269288;Llave combinada de 15 mm
18-1000278;4,90;269289;Llave combinada de 17 mm
18-1000279;5,50;269290;Llave combinada de 19 mm
18-1000283;5,50;269291;Llave combinada de 22 mm
18-1000284;8,10;269292;Llave combinada de 24 mm
18-1000285;10,80;269293;Llave combinada de 27 mm
18-1000291;25,60;269294;Llave poligonal de carraca de 17 mm
18-1000292;71,80;269295;Juego llaves comb. carraca 7R-005 5 uds. en caja de PVC
18-1000293;14,80;269296;Llave poligonal de carraca de 8 mm
18-1000294;16,00;269297;Llave poligonal de carraca de 10 mm
18-1000295;20,50;269298;Llave poligonal de carraca de 13 mm
18-1000297;2,10;269299;Llave de vaso vaso 1/4" 6mm
18-1000298;2,10;269300;Llave de vaso vaso 1/4" 7mm
18-1000299;2,60;269301;Llave de vaso vaso 1/4" 8mm
18-1000301;2,50;269302;Llave de vaso vaso 1/4" 10mm
18-1000302;3,70;269303;Llave de vaso vaso 1/4" 11mm
18-1000303;1,90;269304;Llave de vaso vaso 1/4" 12mm
18-1000304;2,60;269305;Llave de vaso vaso 1/4" 13mm
18-1000307;30,80;269306;Carraca reversible 1/4"
18-1000312;100,80;269307;Juego de llaves de vaso 1/4"
18-1000313;2,90;269308;Llave de vaso vaso 1/2" 10mm
18-1000314;2,90;269309;Llave de vaso vaso 1/2" 13mm
18-1000315;3,50;269310;Llave de vaso vaso 1/2" 17mm
18-1000316;2,80;269311;Llave de vaso vaso 1/2" 18mm
18-1000317;4,20;269312;Llave de vaso vaso 1/2" 19mm
18-1000318;6,10;269313;Llave de vaso vaso 1/2" 22mm
18-1000319;6,70;269314;Llave de vaso vaso 1/2" 24mm
18-1000320;8,90;269315;Llave de vaso vaso 1/2" 27mm
18-1000321;9,60;269316;Llave de vaso vaso 1/2" 30mm
18-1000322;10,00;269317;Llave de vaso vaso 1/2" 17mm
18-1000323;14,30;269318;Llave de vaso vaso 1/2" 16mm
18-1000324;31,80;269319;Carraca reversible 1/2"
18-1000325;6,90;269320;Prolongación de 1/2" 75mm
18-1000326;7,40;269321;Prolongación de 1/2" 125mm
18-1000327;13,20;269322;Junta cardán de 1/2"
18-1000328;8,70;269323;Mango de 1/2"
18-1000329;5,90;269324;Prolongación de 1/2" 250mm
18-1000332;190,70;269325;Juego de llaves de vaso 1/2" 10-30mm
18-1000338;22,70;269326;Juego de extractores de pasadores 6 uds.
18-1000339;2,00;269327;Punzón octogonal
18-1000340;23,60;269328;Pie de rey de 150 mm
18-1000345;8,50;269329;Gafas protectoras de nailon
18-1000349;0,80;269330;Mascarilla antipolvo
18-1000350;3,50;269331;Mascarilla antipolvo con válvula
18-1000351;15,40;269332;Orejeras de seguridad
18-1000352;0,30;269333;Protección auditiva desechable, 1 par
18-1000354;14,60;269334;Hilo para marcar
18-1000355;5,30;269335;Polvo "rojo"
18-1000356;0,40;269336;Lápiz de carpintero
18-1000357;67,10;269337;Lámpara de soldadura X2000PZ
18-1000361;31,80;269338;Nivel de agua 400mm con imán
18-1000363;272,90;269339;Nivel de agua 600mm con imán
18-1000365;36,40;269340;Pata de cabra pequeña 800mm
18-1000366;44,10;269341;Pata de cabra pequeña 1000mm
18-1000367;3,30;269342;Cutter de 18 mm
18-1000368;3,10;269343;Cutter con hoja de 18mm
18-1000369;6,30;269344;Bombilla de repuesto para lámpara de pie Makita
18-1000370;21,30;269345;Grapadora de grapas tipo 53 (=5000 uds.)
18-1000371;56,80;269346;Grapadora de mano
18-1000373;12,00;269347;Arco de sierra manual metal
18-1000374;1,20;269348;Hoja de sierra manual bimetal
18-1000377;45,70;269349;Pistola de cartuchos 310ml
18-1000378;42,40;269350;Juego de limas de 250 mm
18-1000394;37,60;269351;Soldador fino ERSA 25 vatios
18-1000397;91,70;269352;Tambor de cable de 50 m
18-1000402;5,70;269353;Cincel plano FL-OV 24011
18-1000406;11,30;269354;Fus. tiro anular ext. 19-60mm
18-1000408;3,80;269355;Soporte universal con imán
18-1000412;0,40;269356;Punta PH 1 corta
18-1000413;0,40;269357;Punta PH 2 corta
18-1000414;0,50;269358;Punta PH 1 larga
18-1000415;0,50;269359;Punta PH 2 larga
18-1000416;0,60;269360;Punta para Torx interior TX 15
18-1000417;0,60;269361;Punta para Torx interior TX 20
18-1000418;0,60;269362;Punta para Torx interior TX 25
18-1000419;0,60;269363;Punta para Torx interior TX 30
18-1000420;0,60;269364;Punta para Torx interior TX 40
18-1000421;0,40;269365;Punta PH 3 corta
18-1000426;147,60;269366;Extractor de dos brazos 20/2
18-1000431;8,90;269367;Cepillo de cerdas metálicas
18-1000433;18,20;269368;Cepillo d=52mm, SHV longitud total 1200mm
18-1000434;25,30;269369;Cepillo de limpieza SHV d=28mm
18-1000435;55,70;269370;Dispositivo de exploración SHV
18-1000436;69,20;269371;Pala de cenizas SHV
18-1000437;1,40;269372;Cepillo de alambre de acero 4 hileras 295mm
18-1000439;3,60;269373;Lubricador de plástico tubo MS
18-1000444;12,80;269374;Pistola de soplado
18-1000447;45,50;269375;Proyector de alumbrado con pie de apoyo
18-1000454;3,30;269376;Pala de acero galvanizado
18-1000461;63,60;269377;Manguera Gardena Comfort 1/2" 50 ml
18-1000462;1,30;269378;Junta plana Gardena 5300, paq. 5 uds. para llave 901
18-1000463;1,90;269379;Llave Gardena 3/4" 901-50 Lose/EAN
18-1000464;13,80;269380;Destornillador acodado SET
18-1000466;0,60;269381;Destornillador acodado 2mm
18-1000468;0,70;269382;Destornillador acodado 3mm
18-1000469;0,70;269383;Destornillador acodado 4mm
18-1000474;34,60;269384;Juego de destornilladores 10 uds.
18-1000479;6,80;269385;Destornillador 5,5x1x125
18-1000482;3,10;269386;Destornillador corto 5,5x25
18-1000484;3,10;269387;Destornillador corto PH2
18-1000485;5,70;269388;Destornillador PH 1
18-1000486;8,20;269389;Destornillador PH 2
18-1000488;4,50;269390;Destorn. Allen. articul. 3 mm
18-1000489;5,20;269391;Destorn. Allen. articul. 4 mm
18-1000493;6,90;269392;Llave de vaso hexagonal 7 mm
18-1000494;7,00;269393;Llave de vaso hexagonal 8 mm
18-1000495;7,50;269394;Llave de vaso hexagonal 10 mm
18-1000496;9,20;269395;Llave de vaso hexagonal 13 mm
18-1000497;1,50;269396;Llave Allen USP 10-30KW
18-1000498;9,40;269397;Puntas 1/4" hexagonales SW 7
18-1000499;9,40;269398;Puntas 1/4" hexagonales SW 8
18-1000500;9,40;269399;Puntas 1/4" hexagonales SW 10
18-1000501;9,40;269400;Puntas 1/4" hexagonales SW 13
18-1000502;12,60;269401;Pinzas para bomba de agua 250 mm
18-1000503;31,90;269402;Llave para tubos acodada boca S 1 1/2"
18-1000504;13,90;269403;Pinzas de presión universales 250mm
18-1000505;30,50;269404;Alicates de punta recta 250mm
18-1000506;29,10;269405;Alicates de corte lateral 200mm
18-1000507;20,90;269406;Pinzas pelacables 160mm
18-1000508;19,90;269407;Alicates combinados 190mm
18-1000509;20,50;269408;Pinza para virolas de cable Knipex
18-1000520;16,00;269409;Desenrollador de cinta adhesiva de 50 mm
18-1000521;29,80;269410;Pinzas pelacables FORMAT
18-1000529;11,80;269411;Martillo de cerrajero con mango 500g
18-1000532;24,30;269412;Martillo de cerrajero con mango 1500g
18-1000536;36,50;269413;Martillo antirretorno 50mm
18-1000552;283,80;269414;Maletín de servicio KWB Easyfire vacío
18-1000581;5,70;269415;Bombilla de repuesto Hilti SFL12/15
18-1000585;13,60;269416;Arco de sierra de metal 150mm
18-1000590;5,30;269417;Herramienta para soltar el termostato Oventrop
18-1000592;1.123,80;269418;Maletín de servicio KWB Multifire, alemán
18-1000593;976,30;269419;Maletín de servicio KWB Classicfire, alemán
18-1000594;0,60;269420;Electrodo Böhler Fox NUT 3,2/350mm
18-1010004;33,00;269421;Cubierta final de carrera
18-1010043;21,40;269422;Vástago
18-1010055;5,00;269423;Útil de montaje- centrador cojinete 4 agujeros para stocker TDS
18-1010056;18,30;269424;Llave de vaso sinfín sistema alimentación
18-1010058;102,30;269425;Dispositivo de fresado de tubos
18-1010059;22,70;269426;Cuchilla
18-1010086;39,80;269427;Útil Montaje EF2
18-1010087;14,30;269428;Asistencia técnica contenedor de ceniza ensamblaje
18-1010090;10,30;269429;Útil de elevación
18-1010105;25,50;269953;
18-1010126;192,90;269430;
18-1010137;51,80;270203;
18-1010138;1,80;269431;Útil de bloqueo para contenedor de aspiración
18-1010164;10,00;270559;
18-1010166;33,50;270211;
18-1010169;21,10;270891;
18-2000017;10,30;269432;Llave armario distribución para caja de conexiones doméstica
18-2000019;11,30;269433;Mono de protección 3M talla M
18-2000021;18,30;269434;Boquilla ranurada de plástico 40 mm
18-2000022;35,20;269435;Boquilla de cepillo de plástico 40 mm
18-2000023;62,50;269436;Juego de ayuda para el montaje
18-2000028;113,40;269437;Sierra circular HM / corte plano, ø75mm
18-2000029;16,40;269438;Cabezal cepillo impacto alambre plano acero muelles, ø30cm
18-2000030;23,60;269439;Cabezal cepillo impacto alambre plano acero muelles, ø40cm
18-2000031;41,80;269440;Kesselcimperling (barra de alambre), 300cm
18-2000032;18,30;269441;Cabezal de cepillo para tubos - mezcla cerda de caballo, ø15cm
18-2000034;5,40;269442;Destornillador KS PZD gr. 3
18-2000037;9,70;269443;Llave de vaso vaso 1/2" 28mm Bahco
18-2000038;2,60;269444;Llave de vaso vaso 1/2" 11 mm Bahco
18-2000039;2,60;269445;Llave de vaso vaso 1/2" 12 mm Bahco
18-2000040;2,60;269446;Llave de vaso vaso 1/2" 15 mm Bahco
18-2000041;2,80;269447;Llave de vaso vaso 1/2" 21mm Bahco
18-2000042;3,60;269448;Llave de vaso vaso 1/2" 32mm Bahco
18-2000043;12,80;269449;Llave combinada de 30 mm
18-2000044;14,80;269450;Llave combinada de 32 mm
18-2000045;4,30;269451;Destornillador plano 4,5mm
18-2000046;8,40;269452;Destornillador plano 7mm
18-2000047;2,00;269453;Destornillador PH 0
18-2000048;1,10;269454;Tela abrasiva K80
18-2000050;3,10;269455;Llave de vaso vaso 1/2" 17mm
18-2000051;3,60;269456;Comprobador de tensiones VDE
18-2000052;486,20;269457;Aspirador seco y húmedo
18-2000053;27,30;269458;Llave poligonal de carraca de 19 mm
18-2000054;106,00;269459;Juego de limpieza para TDS150/300
18-2000055;159,50;269460;Batería Makita 14,4V
18-2000056;215,80;269461;Sierra circular HM / corte plano, ø100mm
18-2000059;5,70;269462;Escobilla con cerdas de coco
18-2000061;1,80;269463;
18-2000096;69,30;269464;Llave poligonal de carraca 15x16 mm acodada
18-2000097;8,00;269465;Llave de vaso vaso 1/4" T 30
18-2000098;8,00;269466;Llave de vaso vaso 1/4" T 25
18-2000108;703,80;269467;Maletín de servicio KWB Easyfire 2, alemán
18-2000109;9,10;269468;Boquilla ranurada 16 cm 49 mm aspirador seco y húmedo
18-2000110;14,60;269469;Pincel de aspiración para aspirador seco y húmedo
18-2000124;4,50;269470;
18-2000135;222,80;269471;
18-2000150;116,80;270890;
18-2000243;174,90;269472;
18-2000252;256,20;270185;
18-2000253;20,80;270713;
18-2000286;141,80;272576;
21-2000001;22,70;269473;Cuaderno de albaranes KWB
21-2000065;45,50;269474;Carpeta de mantenimiento USV al.
21-2000066;45,50;269475;Carpeta de mantenimiento SHV al.
21-2000203;46,10;269476;Carpeta de mantenimiento TDS al.
21-2000524;532,60;269477;Soporte de datos KWB Intercom
21-2000657;17,00;269479;Soporte de datos KWB Comfort Visio (Plus)
21-2000783;45,50;269480;Carpeta de mantenimiento EF2
21-2001245;8,20;269481;
23-2000003;7,00;269482;Cinta de embalaje con logo
23-2000004;4,50;269483;Cinta adhesiva Scotch azul
23-2000005;3,50;269484;Cinta de embalaje sin logo
23-2000022;0,70;269485;Caja plegable LxAxA 186x186x135mm vent.tiro succión USP20+USV25
23-2000029;7,30;269486;Plástico de retractilado manual de PE 50cm 17my
23-2000040;0,30;269487;Bolsa con cierre hermético 210x291 / A4
24-2000007;23,80;269488;Anillo de tensionado - agarradera  Ø150 vz
