Artikel;Netto;Name DE;Name EN;Name ES;id
06-1010670;40,40;Kabelkanal PE-Modul;Cable channel PE module;;356300
06-1010680;16,80;Abdeckblech Steuerungskasten C4;Cover plate, control box C4;;355745
06-1010683;51,10;Steuerungskasten NBG C4;Control box, riveted component C4;;355562
06-1010715;23,10;Deckel PL-Kanal;Cover, primary air channel;;355548
06-1010716;17,10;Kabelabdeckleiste oben;Cable cover strip, top;;355550
06-1010717;7,50;Kabelabdeckleiste seitlich;Cable cover strip, lateral;;355549
06-1010724;14,80;Blende Saugzug;Cover, induced draught;;355559
06-1010725;111,50;R�ckwand;Rear wall;;355557
06-1010731;86,50;R�ckwandverkleidung NBG;Rear wall casing, riveted component;;356012
06-1010733;124,40;Seitenverkleidung rechts NBG;Side casing, right, riveted component;;356013
06-1010735;107,20;Frontverkleidung NBG;Front casing, riveted component;;355977
06-1010737;86,50;Verkleidungsdeckel NBG;Casing cover, riveted component;;356018
06-1010740;7,00;Halteblech Endschalter;Mounting plate, limit switch;;356226
06-1010746;15,90;Halteblech Steckmodul 1 NBG;;;356981
06-1010757;17,50;Aufh�ngung Steuerungskasten NBG;Control box bracket, riveted component;;356091
06-1010763;212,50;Verkleidungstr�ger 60-80kW SBG;;;356461
06-1010767;53,80;Tr�gerwinkel 60-120kW SBG;;;356460
06-1010770;15,90;Auflagewinkel SBG;Support angle, welding component;;355897
06-1010776;201,30;Verkleidungstr�ger 20-50kW SBG;;;356465
06-1010778;44,80;Tr�gerwinkel SBG;;;356803
06-1010780;16,90;Aufnahmekonsole 20-50kW;;;356464
06-1010783;55,90;Anschlussprofil vorne;Connection profile, front;;356301
06-1010784;63,90;Anschlussprofil hinten;;;356638
06-1010785;50,70;Verst�rkungsprofil;;;357129
06-1010799;24,30;Versteifung Front Verkl-20-50kW;Reinforcement front casing 20-50kW;;356157
06-1010809;33,00;Verkleidung oben BK 20-50kW;Casing, top combustion chamber 20-50kW;;356152
06-1010810;41,60;Verkleidung oben RLA 20-50kW;Casing, top return flow boost 20-50kW;;356121
06-1010811;41,60;Verkleidung oben WT 20-50kW;Casing, top heat exchanger  20-50kW;;356154
06-1010816;47,60;Blende Brenner Seite A 20-50kW;Panel burner side A 20-50kW;;355930
06-1010818;67,20;Abdeckung RLA bed_seitig 20kW;Cover return flow boost contr_side 20kW;;356111
06-1010828;64,00;Verkleidung oberh Brenner;Casing top burner;;356140
06-1010829;60,90;Blende Brenner B 20-50kW;Panel burner B 20-50kW;;355929
06-1010833;131,40;Rueckwand B;Real wall B;;356151
06-1010838;138,40;Verkleidung Bedienseite;Casing, operating side;;356130
06-1010841;48,50;Verkleidung oben BK;Casing on top combustion chamber;;356153
06-1010842;55,40;Verkleidung oben RLA;Casing on top return flow boost;;356122
06-1010843;45,00;Verkleidung oben WT;Casing on top HE;;356155
06-1010847;41,60;Blende Brenner Seite A;Panel burner side A;;356143
06-1010848;76,10;Abdeckung RLA bedienseitig;Cover return flow boost, operating side;;356133
06-1010849;31,10;Tuerversteifung;Door reinforcement;;356139
06-1010850;18,00;Quersversteifung;Lateral reinforcement;;356137
06-1010858;224,80;Verkleidungstuer NBG;Casing door, riveted component;;356127
06-1010866;22,60;Verkleidung oben WT B;Casing on top heat exchanger B;;356156
06-1010867;144,10;Verkleidung FS A NBG;Casing CS A, riveted component;;356110
06-1010868;138,30;Verkleidung FS B NBG;Casing CS B, riveted component;;356124
06-1010895;95,80;Deckel Verkleidung;;;356576
06-1010898;47,90;Verkleidung hinten oben;;;356815
06-1010901;170,40;Verkleidung Seite rechts oben;;;356823
06-1010904;169,00;Verkleidung Seite rechts unten;;;357052
06-1010907;167,70;Verkleidung Seite links oben;Casing, side, top left;;356413
06-1010912;247,60;Verkleidung Seite links unten;;;356649
06-2000014;16,50;Abdeckblech Stirnseitig EF2 vm.;Cover plate, front side EF2 pre-assembled;Chapa protectora frontal EF2 prem.;352881
06-2000016;302,30;Seitenwand links 8-12kW EF2 vm.;Side wall left 8-12kW EF2 pre-assembled;Pared izquierda 8-12kW EF2 prem.;352882
06-2000017;302,30;Seitenwand rechts 8-12kW EF2 vm.;Side wall, right 8-12kW EF2 pre-assembled;Pared derecha 8-12kW EF2 prem.;352883
06-2000018;140,00;Verkleidungsdeckel EF2 vm.;Casing cover EF2 pre-assembled;Tapa de revestimiento EF2 prem.;352884
06-2000019;254,20;Deckblech Frontverkleidung EF2 vm.;Cover plate, front casing EF2 pre-assembled;Chapa de cubierta revestimiento delantero EF2 prem.;352885
06-2000020;302,30;Seitenwand links 15-22kW EF2 vm.;Side wall left 15-22kW EF2 pre-assembled;Pared izquierda 15-22kW EF2 prem.;352886
06-2000021;302,30;Seitenwand rechts 15-22kW EF2 vm.;Side wall, right 15-22kW EF2 pre-assembled;Pared derecha 15-22kW EF2 prem.;352887
06-2000022;302,30;Seitenwand links 25-35kW EF2 vm.;Side wall left 25-35kW EF2 pre-assembled;Pared izquierda 25-35kW EF2 prem.;352888
06-2000023;302,30;Seitenwand rechts 25-35kW EF2 vm.;Side wall, right 25-35kW EF2 pre-assembled;Pared derecha 25-35kW EF2 prem.;352889
06-2000025;68,20;Frontverkleidung Oben SB 8-12kW EF2;Front casing, top SB 8-12 kW EF2;Revestimiento delantero superior SB 8-12kW EF2;352891
06-2000026;77,20;R�ckwand Oben 8-12kW EF2;Rear wall, top;Pared trasera superior;352892
06-2000027;77,20;R�ckwand Unten 8-12kW EF2;Rear wall, lower;Pared trasera inferior;352893
06-2000028;68,20;Frontverkleidung Oben SB 25-35kW EF2;Front casing, top SBG;Revestimiento delantero superior SBG;352894
06-2000029;77,20;R�ckwand Unten 25-35kW EF2;Lower rear wall 25-35 KW EF2;Pared trasera inferior 25-35 KW EF2;352895
06-2000030;68,20;Frontverkleidung Oben SB 15-22kW EF2;Front casing, top SB;Revestimiento delantero superior SB;352896
06-2000031;77,20;R�ckwand Oben 15-22kW EF2;Rear wall, top;Pared trasera superior;352897
06-2000032;77,20;R�ckwand Unten 15-22kW EF2;Rear wall, lower;Pared trasera inferior;352898
06-2000033;54,90;Abdeckblech Brenner;cover plate, burner;Chapa de cubierta quemador;352899
06-2000034;77,20;R�ckwand Oben 25-35kW EF2;Rear wall, top;Pared trasera superior;352900
06-2000038;115,00;Deckblech Frontverkleidung MF2 C3 vm.;Cover plate, front casing MF2 C3 pre-assembl.;Chapa de cubierta revestimiento delantero MF2 C3 prem.;352901
06-2000043;116,20;Deckblech Frontverkleidung PEF+ C3 vm.;Cover plate, front casing PEF+ C3 pre-assembl.;Chapa de cubierta revestimiento delantero PEF+ C3 prem.;352903
06-2000044;254,20;Verkleidung Zellenradschleuse P16B;Casing, cellular wheel sluice P16B;;352904
06-2000045;326,60;Verkleidung Zellenradschleuse P45A;Casing, cellular wheel sluice P45A;;352905
06-2000046;109,00;Brennerverkleidung PEF+;Burner casing PEF+;;352906
06-2000049;156,60;Deckblech Frontverkleidung EF2 C4 vm.;Cover plate, front casing EF2 C4 pre-assembl;;355623
06-2000058;199,30;Verkleidung Rahmenset MF2 20-50kW;Casing, frame set MF2 20-50kW;;355498
06-2000059;213,70;Verkleidung Rahmenset MF2 60-120kW;Casing, frame set MF2 60-120kW;;355645
06-2000063;176,30;Brennerverkleidung, Beh�lter PEF+;Burner casing, container PEF+;;356254
06-2000064;1.838,00;Kesselverkleidung CF2;Boiler casing CF2 18-28kW C4;;355574
06-2000069;118,70;Frontverkleidung Bedienteil MF/PEF C3 vm.;Front casing, control unit MF/PEF C3 pre-assem.;;356128
06-2000070;111,70;Mausschutzeinfassung MF1 km.;Mouse protection frame MF1 comm.;;356178
06-2000072;111,80;Frontverkleidung Bedienteil MF/PEF C4 vm.;;;356641
06-2000074;394,90;Verkleidungst�r CF2 18-28kW C4;Casing door CF2 18-28kW C4;;356314
06-2000079;7,30;Doppelklebeband f�r Magnetband vm.;Double sided tape for magnetic strip pre-assem.;;356399
06-2000080;735,60;Kesselverkleidung 8-12kW EF2 C4;;;356596
06-2000081;607,00;Kesselverkleidung 15-22kW EF2 C4;;;356793
06-2000082;639,20;Kesselverkleidung 25-35kW EF2 C4;;;356794
06-2000083;169,00;Frontverkleidung Bedienteil EF2 C4 vm.;;;356945
06-2000084;102,90;Brennerverkleidung Beh�lter EF2;;;356590
06-2000085;116,80;Brennerverkleidung EF2 RLU;;;356809
06-2000086;396,20;Verkleidung PE-Modul CF2;;;356575
06-2000088;272,70;Verkleidungsset EF2CC4 15-22kW;;;356658
06-2000089;287,50;Verkleidungsset EF2CC4 25-35kW;;;356669
06-2000090;384,00;Verkleidungsset EF2CC4 40-45kW;;;357004
06-2000093;1.241,20;Kesselverkleidung 90-120kW MF2 C4;;;356952
06-2000096;276,50;Verkleidungsset E-Filter 60-80kW integriert;;;357045
06-2000098;417,30;Verkleidungserweiterung E-Filter 60-120kW autark;;;357037
06-2000099;122,30;Deckel E-Filter 20-50kW;;;357042
06-2000104;37,70;Abdeckung Flugasche;;;356987
07-1000001;14,20;Keramikfasermatte - Zuschnitt;Ceramic fibre mat � pre-cut;Estera de fibra de cer�mica - Corte;352907
07-1000005;93,60;Stokerrohr USV 15-25 kW;stoker pipe USV 15-25 kW                                       ;Tubo sinf�n de la caldera USV 15-25 kW;352908
07-1000031;284,40;Unterbau m. Ascheaustragung schwarz lackiert;Substructure with ash removal varnished black;Parte inferior con extracci�n de ceniza negro lacado;352909
07-1000035;344,70;Unterbau mit Ascheaustragung;Substructure with ash removal;Estructura inferior con extracci�n de ceniza;352910
07-1000043;90,50;Stokerrohr f�r USV 30-100kW USV 30-100;Stoker pipe for USV 30-100kW USV 30-100;Tubo sinf�n de la caldera para USV 30-100kW USV 30-100 kW;352911
07-1000064;471,60;Unterbau USV 30-100kW;Substructure USV 30-100kW;Subestructura de UPS 30-100kW lacado negro. desde 07/2003;352913
07-1000084;3,70;Kesselfu�befestigung 4x50x117,8mm;Boiler stand fixing 4x50x117.8mm;Fijaci�n pies de la caldera 4x50x117,8mm;352914
07-1000091;42,70;Hebehilfe 370x100x112mm;Lifting aid 370x100x112mm;Elemento auxiliar elevaci�n 370x100x112mm;352915
07-1000092;3,20;Unterlegplatte f�r Kesself��e;Bottom plate for boiler stand 100x100x3m;Chapa de apoyo para pies de caldera 100x100x3mm RAL6005;352916
07-1000104;170,40;Stokerlager USV kpl. wartungsfrei ab 01.;Stoker bearing USV complete maintenance-free from 1 Mar. 2004;Rodamiento de cargador USV cpl. sin mantenimiento desde 01.;352917
07-1000116;60,50;Luftklappe Sekund�rluft 100kW f�r G2E140;Air shutter secondary air 100kW for G2E140;Estrangulador de aire aire secundario 100kW para G2E140;352918
07-1000117;91,40;Luftklappe Nachr�stung Warmluft Prim�r L=250mm;Air shutter retrofitting warm air primary l=250mm;Tapa de aire reequip. aire caliente principal L=250mm;352919
07-1000128;424,10;Nachverbrennungsring kpl.;Post-combustion ring complete ;Anillo de post-combusti�n cpl.;352920
07-1000152;28,80;Domfu� Ersatzteil, l=215,5;Dome foot, spare part                                          ;Pies de c�pula pieza repuesto;352921
07-1000176;140,70;Nachverbrennungsdom 15-25kW;Post-combustion dome 15-25kW;C�pula de postcombusti�n15-25kW;352922
07-1000180;12,10;Gu�kopfschieber US 15-25kW;Cast iron head slider USV 15-25kW;Pasador mazarota US 15-25kW;352923
07-1000181;398,00;Nachverbrennungsring;Post-combustion ring;Anillo de postcombusti�n astillas de madera USV 15-25kW;352924
07-1000215;25,30;Welle Glutbettf�hler;Shaft fuel recognition sensor;Eje sensor biomasa 15-25kW para KWB Comfort;352926
07-1000221;58,60;Glutbettf�hler Halbkugelform;Fuel recognition sensor hemispherical;Sensor biomasa forma semiesf�rica USV 15-25kW;352927
07-1000236;533,10;Brennflansch rechts 15-25kW;Burner flange right 15-25KW;Brida quemador dch. 15-25kW con extracci�n de ceniza;352929
07-1000259;549,20;Brennflansch links 15-25kW;Burner flange left 15-25KW;Brida quemador izq. 15-25kW con extracci�n de ceniza;352930
07-1000269;6,00;Distanzh�lse Drehrostgest�nge L=17mm, schwarz lackiert;Spacer sleeve, rotary grate linkage l=17mm varnished black;Casquillo separador varilla parrilla girat. L=17mm, negro;355414
07-1000273;60,90;Welle Glutbettf�hler Multipoint �16h9;Shaft fuel recognition sensor Multipoint �16mm, l=390mm;Eje sensor de lecho de brasas Multipoin �16mm, L=;352932
07-1000274;116,20;Z�ndrohr Pellets 239x�50;Ignition pipe pellets 239x�50;Tubo encendido Pellets 239x�50;352933
07-1000275;107,40;Z�ndrohr 30-100 kW;Ignition pipe 30-100kW;Tubo encendido 30-100 kW;352934
07-1000276;220,10;Nachverbrennungsdom 40-100kW;Post-combustion dome 40-100kW with feet;C�pula de postcombusti�n 40-100kW CON pies;352935
07-1000279;203,20;Nachverbrennungsdom 40-100kW OHNE F��e !;Post-combustion dome 40-100kW without feet!;C�pula de postcombusti�n 40-100kW SIN pies! HASTA 2003;352936
07-1000280;191,70;Nachverbrennungsdom 40-100kW, OHNE F��e;Post-combustion dome 40-100kW without feet;C�pula de postcombusti�n 40-100kW no cortada, SIN pies!;352937
07-1000282;19,80;Gu�kopfschieber 15 -100kW;Cast iron head slider 15-100kW;Pasador mazarota 40-100kW;352938
07-1000294;413,30;Nachverbrennungsring kpl.;Post-combustion ring complete ;Anillo de post-combusti�n cpl.;352939
07-1000306;19,90;Domfu� Ersatzteil, l=140,5;Dome foot, spare part;Domfu� Ersatzteil;352940
07-1000309;241,20;Brenntasse �320mm FORM B Hackgut 25-40kW;Burner cup �320mm FORM B wood chips 25-40kW;Plato de combusti�n �320mm FORM B astillas de madera 25-40kW;352941
07-1000318;241,20;Brenntasse �348mm FORM C Hackgut 60 kW;Burner cup �348mm FORM C wood chips 60 kW;Plato de combusti�n �348mm FORM C astillas de madera 60 kW;352942
07-1000337;15,10;Z�ndungsrohr Brenntasse Form E;Ignition tube, burner cup form E                               ;Tubo de encendido plato de combusti�n forma E;356088
07-1000358;688,70;Brenntasse Pellets f�r US US 60-100kW;Burner cup pellets for USV 60-100kW;Plato de combusti�n Pellets para USV 60-100kW;352944
07-1000365;63,90;Z�ndung USV 80-100kW;Ignition USV 80-100kW;Encendido USV 80-100kW;352945
07-1000366;264,40;Lochplatte Guss;Perforated plate, cast iron;Placa perforada fundici�n;352946
07-1000371;270,50;Aschering Brenntasse Pellets USV 50-100kW Guss;Ash ring burner cup pellets USV 50-100kW cast iron;Anillo de ceniza plato combusti�n pellets USV 50-100kW fundic.;352947
07-1000381;34,10;Welle Glutbettf�hler;Shaft fuel recognition sensor;Eje sensor biomasa 40-100kW para KWB Comfort;352948
07-1000388;58,60;Glutbettf�hler Halbkugelform USV 30-100kW;Fuel recognition sensor hemispherical USV 30-100kW;Sensor biomasa forma semiesf�rica USV 30-100kW;352949
07-1000391;66,00;Glutbettf�hler Halbkugelform USV 60-100kW;Fuel recognition sensor hemispherical USV 60-100kW;Sensor de lecho de brasas forma semiesf�rica USV 60-100kW;352950
07-1000392;588,70;Brennflansch links 30-100kW;Burner flange left 30-100kW;Brida quemador izq. 40-100kW;352951
07-1000404;28,90;F�hlerrohr thermische Ablaufs. �21,3x2,65 L=220mm;Sensor tube thermal regulator l=220mm;Tubo sonda dispositivo de descarga t�rmica   �21,3x2,65 L=220mm;352952
07-1000423;588,70;Brennflansch rechts 30-100kW;Burner flange right 30-100kW;Brida quemador dch. 40-100kW;352953
07-1000439;235,90;Drehrostgest�nge vormontiert inkl. Antriebsmotor f�r US V;Rotary grate rods pre-assembled incl. drive motor for USV;Varillaje parrilla girat. premontado + motor accionam. para USV;352955
07-1000440;116,20;Drehrostgest�nge;rotary grate rods                                              ;B�stago parrilla giratoria;352956
07-1000462;18,70;Verstellbarer Arm rechts f�r Drehrostges;Adjustable arm, right, for rotary grate rods USV;Brazo ajustable derecha para b�stago parrilla giratoria US V;352957
07-1000466;18,10;Verstellbarer Arm links f�r Drehrostgest;Adjustable arm, left, for rotary grate rods USV;Brazo ajustable izquierdo para b�stago parrilla giratoria US V;352958
07-1000470;19,30;Armverstellung f. Drehrostgest. USV;Arm adjustment for rotary grate rods USV;Reglaje brazo para b�stago parrilla giratoria US V;352959
07-1000482;5,90;Feder f�r Drehpotentiometer;Spring for rotary potentiometer;Muelle para Drehpoti;352960
07-1000489;4,40;Magnethalterplatte, Nachr�stu. Z�ndung Multipoint;magnet retaining plate upgrade-set, ignition, Multipoint       ;Im�n titular placa, Nachr�stu. Ignici�n MultiPoint;352961
07-1000490;72,90;Z�ndrohr gebogen 40-100kW f�r Nachr�stung, L=390mm;Ignition pipe, curved 40-100kW for upgrade, l=390mm;Tubo de encendido curvado 40-100kW reequipamiento, L=390mm;352962
07-1000491;340,80;Gu�kopf  - Brennerunterteil;Cast iron head - burner bottom;Mazarota - parte inferior del quemador lista;352963
07-1000493;6,70;Drehpotihalterung f�r Anschwei�en auf Brennfl.;Rotary potentiometer bracket to weld onto burner flange;Soporte potenci�m. giratorio para soldar a brida quemador;352964
07-1000495;4,40;F�hrung Gu�kopfschieber;Guide cast iron head slider;Gu�a pasador mazarota;352965
07-1000496;18,10;Luftklappe Prim�rluft;Air shutter primary air;Estrangulador de aire primario;352966
